session_id,label,flex1,flex2,flex3,flex4,flex5,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z
l21,U,0,0,0,0,105,-1188,1448,13652,-610,-167,-166
l21,U,0,0,0,0,0,-1060,1508,13728,-570,-167,-143
l21,U,0,0,0,0,0,-1032,1388,14128,-634,-118,-152
l21,U,0,0,371,0,0,-1024,1492,13788,-562,-167,-147
l21,U,0,0,1059,0,0,-652,904,14484,-534,-73,-66
l21,U,0,0,1237,0,0,-1228,1260,13824,-595,-162,-147
l21,U,0,0,1715,0,0,-988,1344,13828,-531,-145,-197
l21,U,0,0,1373,0,0,-928,1436,13916,-603,-111,-157
l21,U,0,0,1563,0,0,-1000,1364,13732,-592,-137,-146
l21,U,0,0,1319,0,0,-1044,1428,13548,-580,-142,-171
l21,U,0,0,1399,0,0,-924,1472,13752,-589,-156,-151
l21,U,0,0,1266,0,0,-1080,1452,13720,-557,-140,-130
l21,U,0,0,658,0,0,-936,1264,14220,-617,-153,-155
l21,U,0,0,0,0,0,-1028,1588,13148,-595,-123,-166
l21,U,0,0,0,0,0,-1252,1388,13472,-555,-166,-148
l21,U,0,0,0,0,0,-1104,1344,13872,-568,-130,-150
l21,U,0,0,0,0,0,-924,1452,13716,-593,-148,-172
l21,U,0,0,0,0,0,-1032,1400,13584,-547,-150,-138
l21,U,0,0,0,0,0,-1028,1244,13948,-584,-151,-161
l21,U,0,0,0,0,0,-1008,1272,13800,-611,-133,-164
l21,U,0,0,0,0,0,-1248,1268,13764,-607,-139,-134
l21,U,0,0,0,0,0,-1144,1104,14312,-641,-159,-151
l21,U,0,0,0,0,0,-980,1352,13644,-603,-161,-171
l21,U,0,0,0,0,0,-1036,1392,13668,-558,-168,-159
l21,U,0,0,0,0,0,-1064,1368,13924,-585,-161,-162
l21,U,0,0,0,0,0,-1152,1340,13752,-613,-163,-148
l21,U,0,0,0,0,0,-1092,1476,13776,-561,-130,-143
l21,U,0,0,0,0,0,-1032,1392,13892,-623,-166,-143
l21,U,0,0,0,0,0,-848,1468,13604,-588,-150,-142
l21,U,0,0,0,232,0,-1008,1512,13796,-587,-149,-156
l21,U,0,0,0,547,0,-1212,1360,13608,-587,-173,-174
l21,U,965,16,0,1015,233,-984,1324,13732,-568,-149,-177
l21,U,1659,34,0,928,265,-1864,456,13792,-316,-165,-930
l21,U,1238,0,0,1287,0,-664,1552,13600,-656,-193,-1050
